2022-07-28 16:48:46 INFO [2828:main.c:18] hello,  -- info
2022-07-28 17:44:13 DEBUG [6725:main.c:21] hello, sys --debug
2022-07-28 17:44:13 WARN [6725:main.c:22] hello, sys --warn
2022-07-28 17:44:13 ERROR [6725:main.c:23] hello, sys --error
2022-07-28 17:44:13 PANIC [6725:main.c:24] hello, sys --panic
2022-07-28 17:44:14 INFO [6728:main.c:20] hello, sys --info
2022-07-28 17:44:14 DEBUG [6728:main.c:21] hello, sys --debug
2022-07-28 17:44:14 WARN [6728:main.c:22] hello, sys --warn
2022-07-28 17:44:14 ERROR [6728:main.c:23] hello, sys --error
2022-07-28 17:44:14 PANIC [6728:main.c:24] hello, sys --panic
2022-07-28 17:44:15 INFO [6731:main.c:20] hello, sys --info
2022-07-28 17:44:15 DEBUG [6731:main.c:21] hello, sys --debug
2022-07-28 17:44:15 WARN [6731:main.c:22] hello, sys --warn
2022-07-28 17:44:15 ERROR [6731:main.c:23] hello, sys --error
2022-07-28 17:44:15 PANIC [6731:main.c:24] hello, sys --panic
2022-07-28 17:44:16 INFO [6734:main.c:20] hello, sys --info
2022-07-28 17:44:16 DEBUG [6734:main.c:21] hello, sys --debug
2022-07-28 17:44:16 WARN [6734:main.c:22] hello, sys --warn
2022-07-28 17:44:16 ERROR [6734:main.c:23] hello, sys --error
2022-07-28 17:44:16 PANIC [6734:main.c:24] hello, sys --panic
2022-07-28 17:44:17 INFO [6737:main.c:20] hello, sys --info
2022-07-28 17:44:17 DEBUG [6737:main.c:21] hello, sys --debug
2022-07-28 17:44:17 WARN [6737:main.c:22] hello, sys --warn
2022-07-28 17:44:17 ERROR [6737:main.c:23] hello, sys --error
2022-07-28 17:44:17 PANIC [6737:main.c:24] hello, sys --panic
2022-07-28 17:44:18 INFO [6740:main.c:20] hello, sys --info
2022-07-28 17:44:18 DEBUG [6740:main.c:21] hello, sys --debug
2022-07-28 17:44:18 WARN [6740:main.c:22] hello, sys --warn
2022-07-28 17:44:18 ERROR [6740:main.c:23] hello, sys --error
2022-07-28 17:44:18 PANIC [6740:main.c:24] hello, sys --panic
2022-07-28 17:44:19 INFO [6743:main.c:20] hello, sys --info
2022-07-28 17:44:19 DEBUG [6743:main.c:21] hello, sys --debug
2022-07-28 17:44:19 WARN [6743:main.c:22] hello, sys --warn
2022-07-28 17:44:19 ERROR [6743:main.c:23] hello, sys --error
2022-07-28 17:44:19 PANIC [6743:main.c:24] hello, sys --panic
2022-07-28 17:44:20 INFO [6746:main.c:20] hello, sys --info
2022-07-28 17:44:20 DEBUG [6746:main.c:21] hello, sys --debug
2022-07-28 17:44:20 WARN [6746:main.c:22] hello, sys --warn
2022-07-28 17:44:20 ERROR [6746:main.c:23] hello, sys --error
2022-07-28 17:44:20 PANIC [6746:main.c:24] hello, sys --panic
2022-07-28 17:44:21 INFO [6749:main.c:20] hello, sys --info
2022-07-28 17:44:21 DEBUG [6749:main.c:21] hello, sys --debug
2022-07-28 17:44:21 WARN [6749:main.c:22] hello, sys --warn
2022-07-28 17:44:21 ERROR [6749:main.c:23] hello, sys --error
2022-07-28 17:44:21 PANIC [6749:main.c:24] hello, sys --panic
2022-07-28 17:44:22 INFO [6752:main.c:20] hello, sys --info
2022-07-28 17:44:22 DEBUG [6752:main.c:21] hello, sys --debug
2022-07-28 17:44:22 WARN [6752:main.c:22] hello, sys --warn
2022-07-28 17:44:22 ERROR [6752:main.c:23] hello, sys --error
2022-07-28 17:44:22 PANIC [6752:main.c:24] hello, sys --panic
2022-07-28 17:44:23 INFO [6755:main.c:20] hello, sys --info
2022-07-28 17:44:23 DEBUG [6755:main.c:21] hello, sys --debug
2022-07-28 17:44:23 WARN [6755:main.c:22] hello, sys --warn
2022-07-28 17:44:23 ERROR [6755:main.c:23] hello, sys --error
2022-07-28 17:44:23 PANIC [6755:main.c:24] hello, sys --panic
2022-07-28 17:44:24 INFO [6758:main.c:20] hello, sys --info
2022-07-28 17:44:24 DEBUG [6758:main.c:21] hello, sys --debug
2022-07-28 17:44:24 WARN [6758:main.c:22] hello, sys --warn
2022-07-28 17:44:24 ERROR [6758:main.c:23] hello, sys --error
2022-07-28 17:44:24 PANIC [6758:main.c:24] hello, sys --panic
2022-07-28 17:44:25 INFO [6761:main.c:20] hello, sys --info
2022-07-28 17:44:25 DEBUG [6761:main.c:21] hello, sys --debug
2022-07-28 17:44:25 WARN [6761:main.c:22] hello, sys --warn
2022-07-28 17:44:25 ERROR [6761:main.c:23] hello, sys --error
2022-07-28 17:44:25 PANIC [6761:main.c:24] hello, sys --panic
2022-07-28 17:44:26 INFO [6764:main.c:20] hello, sys --info
2022-07-28 17:44:26 DEBUG [6764:main.c:21] hello, sys --debug
2022-07-28 17:44:26 WARN [6764:main.c:22] hello, sys --warn
2022-07-28 17:44:26 ERROR [6764:main.c:23] hello, sys --error
2022-07-28 17:44:26 PANIC [6764:main.c:24] hello, sys --panic
2022-07-28 17:44:27 INFO [6767:main.c:20] hello, sys --info
2022-07-28 17:44:27 DEBUG [6767:main.c:21] hello, sys --debug
2022-07-28 17:44:27 WARN [6767:main.c:22] hello, sys --warn
2022-07-28 17:44:27 ERROR [6767:main.c:23] hello, sys --error
2022-07-28 17:44:27 PANIC [6767:main.c:24] hello, sys --panic
2022-07-28 17:44:28 INFO [6770:main.c:20] hello, sys --info
2022-07-28 17:44:28 DEBUG [6770:main.c:21] hello, sys --debug
2022-07-28 17:44:28 WARN [6770:main.c:22] hello, sys --warn
2022-07-28 17:44:28 ERROR [6770:main.c:23] hello, sys --error
2022-07-28 17:44:28 PANIC [6770:main.c:24] hello, sys --panic
2022-07-28 17:44:29 INFO [6773:main.c:20] hello, sys --info
2022-07-28 17:44:29 DEBUG [6773:main.c:21] hello, sys --debug
2022-07-28 17:44:29 WARN [6773:main.c:22] hello, sys --warn
2022-07-28 17:44:29 ERROR [6773:main.c:23] hello, sys --error
2022-07-28 17:44:29 PANIC [6773:main.c:24] hello, sys --panic
2022-07-28 17:44:30 INFO [6776:main.c:20] hello, sys --info
2022-07-28 17:44:30 DEBUG [6776:main.c:21] hello, sys --debug
2022-07-28 17:44:30 WARN [6776:main.c:22] hello, sys --warn
2022-07-28 17:44:30 ERROR [6776:main.c:23] hello, sys --error
2022-07-28 17:44:30 PANIC [6776:main.c:24] hello, sys --panic
2022-07-28 17:44:31 INFO [6779:main.c:20] hello, sys --info
2022-07-28 17:44:31 DEBUG [6779:main.c:21] hello, sys --debug
2022-07-28 17:44:31 WARN [6779:main.c:22] hello, sys --warn
2022-07-28 17:44:31 ERROR [6779:main.c:23] hello, sys --error
2022-07-28 17:44:31 PANIC [6779:main.c:24] hello, sys --panic
2022-07-28 17:44:32 INFO [6782:main.c:20] hello, sys --info
2022-07-28 17:44:32 DEBUG [6782:main.c:21] hello, sys --debug
2022-07-28 17:44:32 WARN [6782:main.c:22] hello, sys --warn
2022-07-28 17:44:32 ERROR [6782:main.c:23] hello, sys --error
2022-07-28 17:44:32 PANIC [6782:main.c:24] hello, sys --panic
2022-07-28 17:44:33 INFO [6785:main.c:20] hello, sys --info
2022-07-28 17:44:33 DEBUG [6785:main.c:21] hello, sys --debug
2022-07-28 17:44:33 WARN [6785:main.c:22] hello, sys --warn
2022-07-28 17:44:33 ERROR [6785:main.c:23] hello, sys --error
2022-07-28 17:44:33 PANIC [6785:main.c:24] hello, sys --panic
2022-07-28 17:44:34 INFO [6788:main.c:20] hello, sys --info
2022-07-28 17:44:34 DEBUG [6788:main.c:21] hello, sys --debug
2022-07-28 17:44:34 WARN [6788:main.c:22] hello, sys --warn
2022-07-28 17:44:34 ERROR [6788:main.c:23] hello, sys --error
2022-07-28 17:44:34 PANIC [6788:main.c:24] hello, sys --panic
2022-07-28 17:44:35 INFO [6791:main.c:20] hello, sys --info
2022-07-28 17:44:35 DEBUG [6791:main.c:21] hello, sys --debug
2022-07-28 17:44:35 WARN [6791:main.c:22] hello, sys --warn
2022-07-28 17:44:35 ERROR [6791:main.c:23] hello, sys --error
2022-07-28 17:44:35 PANIC [6791:main.c:24] hello, sys --panic
2022-07-28 17:44:36 INFO [6794:main.c:20] hello, sys --info
2022-07-28 17:44:36 DEBUG [6794:main.c:21] hello, sys --debug
2022-07-28 17:44:36 WARN [6794:main.c:22] hello, sys --warn
2022-07-28 17:44:36 ERROR [6794:main.c:23] hello, sys --error
2022-07-28 17:44:36 PANIC [6794:main.c:24] hello, sys --panic
2022-07-28 17:44:37 INFO [6797:main.c:20] hello, sys --info
2022-07-28 17:44:37 DEBUG [6797:main.c:21] hello, sys --debug
2022-07-28 17:44:37 WARN [6797:main.c:22] hello, sys --warn
2022-07-28 17:44:37 ERROR [6797:main.c:23] hello, sys --error
2022-07-28 17:44:37 PANIC [6797:main.c:24] hello, sys --panic
2022-07-28 17:44:38 INFO [6800:main.c:20] hello, sys --info
2022-07-28 17:44:38 DEBUG [6800:main.c:21] hello, sys --debug
2022-07-28 17:44:38 WARN [6800:main.c:22] hello, sys --warn
2022-07-28 17:44:38 ERROR [6800:main.c:23] hello, sys --error
2022-07-28 17:44:38 PANIC [6800:main.c:24] hello, sys --panic
2022-07-28 17:44:39 INFO [6803:main.c:20] hello, sys --info
2022-07-28 17:44:39 DEBUG [6803:main.c:21] hello, sys --debug
2022-07-28 17:44:39 WARN [6803:main.c:22] hello, sys --warn
2022-07-28 17:44:39 ERROR [6803:main.c:23] hello, sys --error
2022-07-28 17:44:39 PANIC [6803:main.c:24] hello, sys --panic
2022-07-28 17:44:40 INFO [6806:main.c:20] hello, sys --info
2022-07-28 17:44:40 DEBUG [6806:main.c:21] hello, sys --debug
2022-07-28 17:44:40 WARN [6806:main.c:22] hello, sys --warn
2022-07-28 17:44:40 ERROR [6806:main.c:23] hello, sys --error
2022-07-28 17:44:40 PANIC [6806:main.c:24] hello, sys --panic
2022-07-28 17:44:41 INFO [6809:main.c:20] hello, sys --info
2022-07-28 17:44:41 DEBUG [6809:main.c:21] hello, sys --debug
2022-07-28 17:44:41 WARN [6809:main.c:22] hello, sys --warn
2022-07-28 17:44:41 ERROR [6809:main.c:23] hello, sys --error
2022-07-28 17:44:41 PANIC [6809:main.c:24] hello, sys --panic
2022-07-28 17:44:42 INFO [6812:main.c:20] hello, sys --info
2022-07-28 17:44:42 DEBUG [6812:main.c:21] hello, sys --debug
2022-07-28 17:44:42 WARN [6812:main.c:22] hello, sys --warn
2022-07-28 17:44:42 ERROR [6812:main.c:23] hello, sys --error
2022-07-28 17:44:42 PANIC [6812:main.c:24] hello, sys --panic
2022-07-28 17:44:43 INFO [6815:main.c:20] hello, sys --info
2022-07-28 17:44:43 DEBUG [6815:main.c:21] hello, sys --debug
2022-07-28 17:44:43 WARN [6815:main.c:22] hello, sys --warn
2022-07-28 17:44:43 ERROR [6815:main.c:23] hello, sys --error
2022-07-28 17:44:43 PANIC [6815:main.c:24] hello, sys --panic
2022-07-28 17:44:44 INFO [6818:main.c:20] hello, sys --info
2022-07-28 17:44:44 DEBUG [6818:main.c:21] hello, sys --debug
2022-07-28 17:44:44 WARN [6818:main.c:22] hello, sys --warn
2022-07-28 17:44:44 ERROR [6818:main.c:23] hello, sys --error
2022-07-28 17:44:44 PANIC [6818:main.c:24] hello, sys --panic
2022-07-28 17:44:45 INFO [6821:main.c:20] hello, sys --info
2022-07-28 17:44:45 DEBUG [6821:main.c:21] hello, sys --debug
2022-07-28 17:44:45 WARN [6821:main.c:22] hello, sys --warn
2022-07-28 17:44:45 ERROR [6821:main.c:23] hello, sys --error
2022-07-28 17:44:45 PANIC [6821:main.c:24] hello, sys --panic
2022-07-28 17:44:46 INFO [6824:main.c:20] hello, sys --info
2022-07-28 17:44:46 DEBUG [6824:main.c:21] hello, sys --debug
2022-07-28 17:44:46 WARN [6824:main.c:22] hello, sys --warn
2022-07-28 17:44:46 ERROR [6824:main.c:23] hello, sys --error
2022-07-28 17:44:46 PANIC [6824:main.c:24] hello, sys --panic
2022-07-28 17:44:47 INFO [6827:main.c:20] hello, sys --info
2022-07-28 17:44:47 DEBUG [6827:main.c:21] hello, sys --debug
2022-07-28 17:44:47 WARN [6827:main.c:22] hello, sys --warn
2022-07-28 17:44:47 ERROR [6827:main.c:23] hello, sys --error
2022-07-28 17:44:47 PANIC [6827:main.c:24] hello, sys --panic
2022-07-28 17:44:48 INFO [6830:main.c:20] hello, sys --info
2022-07-28 17:44:48 DEBUG [6830:main.c:21] hello, sys --debug
2022-07-28 17:44:48 WARN [6830:main.c:22] hello, sys --warn
2022-07-28 17:44:48 ERROR [6830:main.c:23] hello, sys --error
2022-07-28 17:44:48 PANIC [6830:main.c:24] hello, sys --panic
2022-07-28 17:44:49 INFO [6833:main.c:20] hello, sys --info
2022-07-28 17:44:49 DEBUG [6833:main.c:21] hello, sys --debug
2022-07-28 17:44:49 WARN [6833:main.c:22] hello, sys --warn
2022-07-28 17:44:49 ERROR [6833:main.c:23] hello, sys --error
2022-07-28 17:44:49 PANIC [6833:main.c:24] hello, sys --panic
2022-07-28 17:44:50 INFO [6836:main.c:20] hello, sys --info
2022-07-28 17:44:50 DEBUG [6836:main.c:21] hello, sys --debug
2022-07-28 17:44:50 WARN [6836:main.c:22] hello, sys --warn
2022-07-28 17:44:50 ERROR [6836:main.c:23] hello, sys --error
2022-07-28 17:44:50 PANIC [6836:main.c:24] hello, sys --panic
2022-07-28 17:44:51 INFO [6839:main.c:20] hello, sys --info
2022-07-28 17:44:51 DEBUG [6839:main.c:21] hello, sys --debug
2022-07-28 17:44:51 WARN [6839:main.c:22] hello, sys --warn
2022-07-28 17:44:51 ERROR [6839:main.c:23] hello, sys --error
2022-07-28 17:44:51 PANIC [6839:main.c:24] hello, sys --panic
2022-07-28 17:44:52 INFO [6842:main.c:20] hello, sys --info
2022-07-28 17:44:52 DEBUG [6842:main.c:21] hello, sys --debug
2022-07-28 17:44:52 WARN [6842:main.c:22] hello, sys --warn
2022-07-28 17:44:52 ERROR [6842:main.c:23] hello, sys --error
2022-07-28 17:44:52 PANIC [6842:main.c:24] hello, sys --panic
2022-07-28 17:44:53 INFO [6845:main.c:20] hello, sys --info
2022-07-28 17:44:53 DEBUG [6845:main.c:21] hello, sys --debug
2022-07-28 17:44:53 WARN [6845:main.c:22] hello, sys --warn
2022-07-28 17:44:53 ERROR [6845:main.c:23] hello, sys --error
2022-07-28 17:44:53 PANIC [6845:main.c:24] hello, sys --panic
2022-07-28 17:44:54 INFO [6848:main.c:20] hello, sys --info
2022-07-28 17:44:54 DEBUG [6848:main.c:21] hello, sys --debug
2022-07-28 17:44:54 WARN [6848:main.c:22] hello, sys --warn
2022-07-28 17:44:54 ERROR [6848:main.c:23] hello, sys --error
2022-07-28 17:44:54 PANIC [6848:main.c:24] hello, sys --panic
2022-07-28 17:44:55 INFO [6851:main.c:20] hello, sys --info
2022-07-28 17:44:55 DEBUG [6851:main.c:21] hello, sys --debug
2022-07-28 17:44:55 WARN [6851:main.c:22] hello, sys --warn
2022-07-28 17:44:55 ERROR [6851:main.c:23] hello, sys --error
2022-07-28 17:44:55 PANIC [6851:main.c:24] hello, sys --panic
2022-07-28 17:44:56 INFO [6854:main.c:20] hello, sys --info
2022-07-28 17:44:56 DEBUG [6854:main.c:21] hello, sys --debug
2022-07-28 17:44:56 WARN [6854:main.c:22] hello, sys --warn
2022-07-28 17:44:56 ERROR [6854:main.c:23] hello, sys --error
2022-07-28 17:44:56 PANIC [6854:main.c:24] hello, sys --panic
2022-07-28 17:44:57 INFO [6857:main.c:20] hello, sys --info
2022-07-28 17:44:57 DEBUG [6857:main.c:21] hello, sys --debug
2022-07-28 17:44:57 WARN [6857:main.c:22] hello, sys --warn
2022-07-28 17:44:57 ERROR [6857:main.c:23] hello, sys --error
2022-07-28 17:44:57 PANIC [6857:main.c:24] hello, sys --panic
2022-07-28 17:44:58 INFO [6860:main.c:20] hello, sys --info
2022-07-28 17:44:58 DEBUG [6860:main.c:21] hello, sys --debug
2022-07-28 17:44:58 WARN [6860:main.c:22] hello, sys --warn
2022-07-28 17:44:58 ERROR [6860:main.c:23] hello, sys --error
2022-07-28 17:44:58 PANIC [6860:main.c:24] hello, sys --panic
2022-07-28 17:44:59 INFO [6863:main.c:20] hello, sys --info
2022-07-28 17:44:59 DEBUG [6863:main.c:21] hello, sys --debug
2022-07-28 17:44:59 WARN [6863:main.c:22] hello, sys --warn
2022-07-28 17:44:59 ERROR [6863:main.c:23] hello, sys --error
2022-07-28 17:44:59 PANIC [6863:main.c:24] hello, sys --panic
2022-07-28 17:45:00 INFO [6866:main.c:20] hello, sys --info
2022-07-28 17:45:00 DEBUG [6866:main.c:21] hello, sys --debug
2022-07-28 17:45:00 WARN [6866:main.c:22] hello, sys --warn
2022-07-28 17:45:00 ERROR [6866:main.c:23] hello, sys --error
2022-07-28 17:45:00 PANIC [6866:main.c:24] hello, sys --panic
2022-07-28 17:45:01 INFO [6869:main.c:20] hello, sys --info
2022-07-28 17:45:01 DEBUG [6869:main.c:21] hello, sys --debug
2022-07-28 17:45:01 WARN [6869:main.c:22] hello, sys --warn
2022-07-28 17:45:01 ERROR [6869:main.c:23] hello, sys --error
2022-07-28 17:45:01 PANIC [6869:main.c:24] hello, sys --panic
2022-07-28 17:45:02 INFO [6872:main.c:20] hello, sys --info
2022-07-28 17:45:02 DEBUG [6872:main.c:21] hello, sys --debug
2022-07-28 17:45:02 WARN [6872:main.c:22] hello, sys --warn
2022-07-28 17:45:02 ERROR [6872:main.c:23] hello, sys --error
2022-07-28 17:45:02 PANIC [6872:main.c:24] hello, sys --panic
2022-07-28 17:45:03 INFO [6875:main.c:20] hello, sys --info
2022-07-28 17:45:03 DEBUG [6875:main.c:21] hello, sys --debug
2022-07-28 17:45:03 WARN [6875:main.c:22] hello, sys --warn
2022-07-28 17:45:03 ERROR [6875:main.c:23] hello, sys --error
2022-07-28 17:45:03 PANIC [6875:main.c:24] hello, sys --panic
2022-07-28 17:45:04 INFO [6878:main.c:20] hello, sys --info
2022-07-28 17:45:04 DEBUG [6878:main.c:21] hello, sys --debug
2022-07-28 17:45:04 WARN [6878:main.c:22] hello, sys --warn
2022-07-28 17:45:04 ERROR [6878:main.c:23] hello, sys --error
2022-07-28 17:45:04 PANIC [6878:main.c:24] hello, sys --panic
2022-07-28 17:45:05 INFO [6881:main.c:20] hello, sys --info
2022-07-28 17:45:05 DEBUG [6881:main.c:21] hello, sys --debug
2022-07-28 17:45:05 WARN [6881:main.c:22] hello, sys --warn
2022-07-28 17:45:05 ERROR [6881:main.c:23] hello, sys --error
2022-07-28 17:45:05 PANIC [6881:main.c:24] hello, sys --panic
2022-07-28 17:45:06 INFO [6884:main.c:20] hello, sys --info
2022-07-28 17:45:06 DEBUG [6884:main.c:21] hello, sys --debug
2022-07-28 17:45:06 WARN [6884:main.c:22] hello, sys --warn
2022-07-28 17:45:06 ERROR [6884:main.c:23] hello, sys --error
2022-07-28 17:45:06 PANIC [6884:main.c:24] hello, sys --panic
2022-07-28 17:45:07 INFO [6887:main.c:20] hello, sys --info
2022-07-28 17:45:07 DEBUG [6887:main.c:21] hello, sys --debug
2022-07-28 17:45:07 WARN [6887:main.c:22] hello, sys --warn
2022-07-28 17:45:07 ERROR [6887:main.c:23] hello, sys --error
2022-07-28 17:45:07 PANIC [6887:main.c:24] hello, sys --panic
2022-07-28 17:45:08 INFO [6890:main.c:20] hello, sys --info
2022-07-28 17:45:08 DEBUG [6890:main.c:21] hello, sys --debug
2022-07-28 17:45:08 WARN [6890:main.c:22] hello, sys --warn
2022-07-28 17:45:08 ERROR [6890:main.c:23] hello, sys --error
2022-07-28 17:45:08 PANIC [6890:main.c:24] hello, sys --panic
2022-07-28 17:45:09 INFO [6893:main.c:20] hello, sys --info
2022-07-28 17:45:09 DEBUG [6893:main.c:21] hello, sys --debug
2022-07-28 17:45:09 WARN [6893:main.c:22] hello, sys --warn
2022-07-28 17:45:09 ERROR [6893:main.c:23] hello, sys --error
2022-07-28 17:45:09 PANIC [6893:main.c:24] hello, sys --panic
2022-07-28 17:45:10 INFO [6896:main.c:20] hello, sys --info
2022-07-28 17:45:10 DEBUG [6896:main.c:21] hello, sys --debug
2022-07-28 17:45:10 WARN [6896:main.c:22] hello, sys --warn
2022-07-28 17:45:10 ERROR [6896:main.c:23] hello, sys --error
2022-07-28 17:45:10 PANIC [6896:main.c:24] hello, sys --panic
2022-07-28 17:45:11 INFO [6899:main.c:20] hello, sys --info
2022-07-28 17:45:11 DEBUG [6899:main.c:21] hello, sys --debug
2022-07-28 17:45:11 WARN [6899:main.c:22] hello, sys --warn
2022-07-28 17:45:11 ERROR [6899:main.c:23] hello, sys --error
2022-07-28 17:45:11 PANIC [6899:main.c:24] hello, sys --panic
2022-07-28 17:45:12 INFO [6902:main.c:20] hello, sys --info
2022-07-28 17:45:12 DEBUG [6902:main.c:21] hello, sys --debug
2022-07-28 17:45:12 WARN [6902:main.c:22] hello, sys --warn
2022-07-28 17:45:12 ERROR [6902:main.c:23] hello, sys --error
2022-07-28 17:45:12 PANIC [6902:main.c:24] hello, sys --panic
2022-07-28 17:45:13 INFO [6905:main.c:20] hello, sys --info
2022-07-28 17:45:13 DEBUG [6905:main.c:21] hello, sys --debug
2022-07-28 17:45:13 WARN [6905:main.c:22] hello, sys --warn
2022-07-28 17:45:13 ERROR [6905:main.c:23] hello, sys --error
2022-07-28 17:45:13 PANIC [6905:main.c:24] hello, sys --panic
2022-07-28 17:45:14 INFO [6908:main.c:20] hello, sys --info
2022-07-28 17:45:14 DEBUG [6908:main.c:21] hello, sys --debug
2022-07-28 17:45:14 WARN [6908:main.c:22] hello, sys --warn
2022-07-28 17:45:14 ERROR [6908:main.c:23] hello, sys --error
2022-07-28 17:45:14 PANIC [6908:main.c:24] hello, sys --panic
2022-07-28 17:45:15 INFO [6911:main.c:20] hello, sys --info
2022-07-28 17:45:15 DEBUG [6911:main.c:21] hello, sys --debug
2022-07-28 17:45:15 WARN [6911:main.c:22] hello, sys --warn
2022-07-28 17:45:15 ERROR [6911:main.c:23] hello, sys --error
2022-07-28 17:45:15 PANIC [6911:main.c:24] hello, sys --panic
2022-07-28 17:45:16 INFO [6914:main.c:20] hello, sys --info
2022-07-28 17:45:16 DEBUG [6914:main.c:21] hello, sys --debug
2022-07-28 17:45:16 WARN [6914:main.c:22] hello, sys --warn
2022-07-28 17:45:16 ERROR [6914:main.c:23] hello, sys --error
2022-07-28 17:45:16 PANIC [6914:main.c:24] hello, sys --panic
2022-07-28 17:45:17 INFO [6917:main.c:20] hello, sys --info
2022-07-28 17:45:17 DEBUG [6917:main.c:21] hello, sys --debug
2022-07-28 17:45:17 WARN [6917:main.c:22] hello, sys --warn
2022-07-28 17:45:17 ERROR [6917:main.c:23] hello, sys --error
2022-07-28 17:45:17 PANIC [6917:main.c:24] hello, sys --panic
2022-07-28 17:45:18 INFO [6920:main.c:20] hello, sys --info
2022-07-28 17:45:18 DEBUG [6920:main.c:21] hello, sys --debug
2022-07-28 17:45:18 WARN [6920:main.c:22] hello, sys --warn
2022-07-28 17:45:18 ERROR [6920:main.c:23] hello, sys --error
2022-07-28 17:45:18 PANIC [6920:main.c:24] hello, sys --panic
2022-07-28 17:45:19 INFO [6923:main.c:20] hello, sys --info
2022-07-28 17:45:19 DEBUG [6923:main.c:21] hello, sys --debug
2022-07-28 17:45:19 WARN [6923:main.c:22] hello, sys --warn
2022-07-28 17:45:19 ERROR [6923:main.c:23] hello, sys --error
2022-07-28 17:45:19 PANIC [6923:main.c:24] hello, sys --panic
2022-07-28 17:45:20 INFO [6926:main.c:20] hello, sys --info
2022-07-28 17:45:20 DEBUG [6926:main.c:21] hello, sys --debug
2022-07-28 17:45:20 WARN [6926:main.c:22] hello, sys --warn
2022-07-28 17:45:20 ERROR [6926:main.c:23] hello, sys --error
2022-07-28 17:45:20 PANIC [6926:main.c:24] hello, sys --panic
2022-07-28 17:45:21 INFO [6929:main.c:20] hello, sys --info
2022-07-28 17:45:21 DEBUG [6929:main.c:21] hello, sys --debug
2022-07-28 17:45:21 WARN [6929:main.c:22] hello, sys --warn
2022-07-28 17:45:21 ERROR [6929:main.c:23] hello, sys --error
2022-07-28 17:45:21 PANIC [6929:main.c:24] hello, sys --panic
2022-07-28 17:45:22 INFO [6932:main.c:20] hello, sys --info
2022-07-28 17:45:22 DEBUG [6932:main.c:21] hello, sys --debug
2022-07-28 17:45:22 WARN [6932:main.c:22] hello, sys --warn
2022-07-28 17:45:22 ERROR [6932:main.c:23] hello, sys --error
2022-07-28 17:45:22 PANIC [6932:main.c:24] hello, sys --panic
2022-07-28 17:45:23 INFO [6935:main.c:20] hello, sys --info
2022-07-28 17:45:23 DEBUG [6935:main.c:21] hello, sys --debug
2022-07-28 17:45:23 WARN [6935:main.c:22] hello, sys --warn
2022-07-28 17:45:23 ERROR [6935:main.c:23] hello, sys --error
2022-07-28 17:45:23 PANIC [6935:main.c:24] hello, sys --panic
2022-07-28 17:45:24 INFO [6938:main.c:20] hello, sys --info
2022-07-28 17:45:24 DEBUG [6938:main.c:21] hello, sys --debug
2022-07-28 17:45:24 WARN [6938:main.c:22] hello, sys --warn
2022-07-28 17:45:24 ERROR [6938:main.c:23] hello, sys --error
2022-07-28 17:45:24 PANIC [6938:main.c:24] hello, sys --panic
2022-07-28 17:45:25 INFO [6941:main.c:20] hello, sys --info
2022-07-28 17:45:25 DEBUG [6941:main.c:21] hello, sys --debug
2022-07-28 17:45:25 WARN [6941:main.c:22] hello, sys --warn
2022-07-28 17:45:25 ERROR [6941:main.c:23] hello, sys --error
2022-07-28 17:45:25 PANIC [6941:main.c:24] hello, sys --panic
2022-07-28 17:45:26 INFO [6944:main.c:20] hello, sys --info
2022-07-28 17:45:26 DEBUG [6944:main.c:21] hello, sys --debug
2022-07-28 17:45:26 WARN [6944:main.c:22] hello, sys --warn
2022-07-28 17:45:26 ERROR [6944:main.c:23] hello, sys --error
2022-07-28 17:45:26 PANIC [6944:main.c:24] hello, sys --panic
2022-07-28 17:45:27 INFO [6947:main.c:20] hello, sys --info
2022-07-28 17:45:27 DEBUG [6947:main.c:21] hello, sys --debug
2022-07-28 17:45:27 WARN [6947:main.c:22] hello, sys --warn
2022-07-28 17:45:27 ERROR [6947:main.c:23] hello, sys --error
2022-07-28 17:45:27 PANIC [6947:main.c:24] hello, sys --panic
2022-07-28 17:45:28 INFO [6950:main.c:20] hello, sys --info
2022-07-28 17:45:28 DEBUG [6950:main.c:21] hello, sys --debug
2022-07-28 17:45:28 WARN [6950:main.c:22] hello, sys --warn
2022-07-28 17:45:28 ERROR [6950:main.c:23] hello, sys --error
2022-07-28 17:45:28 PANIC [6950:main.c:24] hello, sys --panic
2022-07-28 17:45:29 INFO [6953:main.c:20] hello, sys --info
2022-07-28 17:45:29 DEBUG [6953:main.c:21] hello, sys --debug
2022-07-28 17:45:29 WARN [6953:main.c:22] hello, sys --warn
2022-07-28 17:45:29 ERROR [6953:main.c:23] hello, sys --error
2022-07-28 17:45:29 PANIC [6953:main.c:24] hello, sys --panic
2022-07-28 17:45:30 INFO [6956:main.c:20] hello, sys --info
2022-07-28 17:45:30 DEBUG [6956:main.c:21] hello, sys --debug
2022-07-28 17:45:30 WARN [6956:main.c:22] hello, sys --warn
2022-07-28 17:45:30 ERROR [6956:main.c:23] hello, sys --error
2022-07-28 17:45:30 PANIC [6956:main.c:24] hello, sys --panic
2022-07-28 17:45:31 INFO [6959:main.c:20] hello, sys --info
2022-07-28 17:45:31 DEBUG [6959:main.c:21] hello, sys --debug
2022-07-28 17:45:31 WARN [6959:main.c:22] hello, sys --warn
2022-07-28 17:45:31 ERROR [6959:main.c:23] hello, sys --error
2022-07-28 17:45:31 PANIC [6959:main.c:24] hello, sys --panic
